gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
2610203C22Rik	742.573892351575	-0.139221576589077	0.227932150353435	-0.610802716392564	0.541330194881173	0.853751847881209
Vxn	9220.87105360888	0.0487508339079591	0.148295723347936	0.32874065959123	0.742351718936942	0.932362890963623
Gm29520	0.137264268349403	0.650077444951134	3.5338115409304	0.183959285157572	0.854045395495585	NA
Mybl1	316.693746239872	-0.0462430489585531	0.120415190482047	-0.384030027884627	0.700956191727965	0.920064760370461
Vcpip1	4116.89624561919	0.0564167404501184	0.120863028490347	0.466782449147583	0.640655533934837	0.898960323990396
1700034P13Rik	96.1176291383189	0.104991534219012	0.17871623874008	0.587476185483676	0.556883939972536	0.860073467640007
Sgk3	6332.11786703599	-0.11876568232916	0.105404237173014	-1.12676383335723	0.25984234554701	0.680499260975299
Mcmdc2	1152.7314492188	0.120698207519872	0.111328186785456	1.08416575357032	0.278291312982536	0.69443376783587
Snhg6	506.762570614887	0.0855437560985502	0.14170743606472	0.603664553351183	0.54606668523425	0.856402214233008
Tcf24	25.9052859697242	-0.231691210328575	0.347819728545568	-0.666124406736236	0.50533158541248	0.835458064685435
Ppp1r42	232.328904842596	0.116738408116387	0.138774036211166	0.841212169823695	0.400229083971092	0.778107612511485
Gm15818	6.28665115734023	0.458514916044174	0.61999234400472	0.739549319403666	0.459573503252548	NA
Cops5	4366.31656036123	0.0569752230404377	0.115453435135884	0.493490929684164	0.62166574719345	0.89095760791159
Cspp1	27544.7517325242	-0.0643173868720372	0.0763054888742314	-0.842893320270141	0.39928810967098	0.777139700038929
Arfgef1	18295.5165412665	-0.0464446294175574	0.0721252640266031	-0.643943977805426	0.519611762641315	0.84171686411981
Cpa6	2417.52755843598	0.367994893838162	0.262144884429844	1.40378437915559	0.160383066923125	0.586881395037735
Prex2	9704.53410061378	0.483344695526421	0.240329381060054	2.01117605094502	0.0443068644727633	0.344374607704754
A830018L16Rik	30996.9214726878	0.0934336699294284	0.131764971546701	0.709093386752738	0.478266526610952	0.822519998625322
Gm17644	2.29382349190177	0.119286340823704	1.00858687978705	0.118270763990991	0.905853121741048	NA
Gm29663	0	NA	NA	NA	NA	NA
Sulf1	5013.79948439447	0.148237627141787	0.124659593785369	1.18913934050686	0.234384839757245	0.661750259227511
Slco5a1	697.862081836292	-0.0552554954358256	0.233110471591157	-0.237035664072337	0.812629122611323	0.954962596696615
Gm29283	2.00791543553238	-0.00181576356132755	1.18505823778427	-0.00153221462324293	0.99877747008663	NA
Prdm14	3.07333925445693	-1.03501844065461	0.970223393942342	-1.06678363675502	0.286069549297506	NA
Ncoa2	21136.007992962	-0.0214431255705269	0.1067888352744	-0.200799320597771	0.840855494194371	0.96304154620698
Gm29570	46.0861921257041	0.22162980332951	0.233382698937221	0.949641101670213	0.342294646447249	0.741676355878138
Tram1	2119.74192896367	0.101782737329059	0.0978339000142951	1.0403626689132	0.298171438633043	0.710627067300945
Lactb2	1990.74945337867	0.0616341615609462	0.121959426677353	0.505366114289807	0.613301714349503	0.885948505948287
Xkr9	4.62593245683442	0.462094453515505	0.771549227458962	0.598917654337335	0.54922779803522	NA
Eya1	1628.21342608571	0.307027786617267	0.188427985490886	1.6294171262162	0.103224745689279	0.497385506615844
Gm9947	304.30643600357	0.173659307410109	0.144060940763843	1.20545726335903	0.2280268267368	0.656353198213753
Msc	86.9410338900158	0.0542487246175907	0.203243246934729	0.266915262552426	0.789534405024759	0.948453891562474
Trpa1	7.6075785585831	-0.542407099205286	0.594587994702308	-0.912240247092195	0.361642261482652	NA
Kcnb2	50607.3272907351	-0.0171475123042688	0.163938754128673	-0.104597063674218	0.916695544774356	0.981073643932994
Terf1	4070.05090522133	0.0998402298557701	0.109474233205604	0.911997526105156	0.361770019859287	0.75315099823781
Sbspon	70.4541933242953	0.0831036723665632	0.257013409004125	0.323343722370647	0.746434945168142	0.933435222561771
4930444P10Rik	578.334324559848	0.19596349896552	0.106225599503464	1.8447860015055	0.0650686745445405	0.408033129317814
Rpl7	3232.39274864007	0.170721894226533	0.158580094402628	1.07656572452957	0.281674323684016	0.696794959291771
Rdh10	1341.00653312779	-0.0606748583214522	0.106285289641833	-0.570867883278282	0.568089203099474	0.865725070866761
Gm28095	45.4343959134804	0.228507516698299	0.355222636194205	0.643279716480035	0.520042615297253	0.841874487940523
Stau2	19250.5025257468	-0.0203127328430849	0.114937224305657	-0.176728931517142	0.859721314498764	0.966680802827387
Gm7568	45.2881352697157	-0.0183776190777772	0.330995052275801	-0.0555223377250487	0.955722334465271	0.990196797040523
Ube2w	9393.65629745183	0.0637396314526753	0.161745849947514	0.394072747296816	0.693527330907477	0.916551090002153
Eloc	3240.30001146495	0.0482288550887929	0.101767621129316	0.473911589497692	0.635562954344088	0.897161072877596
D030040B21Rik	3.34293448499347	0.317299792857926	0.797748808455384	0.397743988452064	0.690818908710357	NA
Tmem70	1082.7258263549	0.173375469943096	0.0846610070738339	2.04787866262793	0.0405718900873682	0.331805429179481
Ly96	274.087807157892	0.37377963016453	0.165406880357816	2.25975865910748	0.0238362334710039	0.259321781382819
Gm28376	933.997324272617	-0.0153673362474713	0.306300910184252	-0.0501707168882629	0.959986346694209	0.991443446413721
Jph1	8219.66271677135	0.0615590780288548	0.154680625197642	0.397975363431576	0.690648346147507	0.91553583568038
Gm28783	10.2541730271301	0.674173189189802	0.573258214901834	1.1760375545691	0.239579869405153	NA
Gdap1	6671.0116535215	0.0708246838627727	0.0841706628653238	0.841441441136026	0.400100677688207	0.778045544760074
Gm28784	80.1852742313099	0.176082838980067	0.180746374244889	0.974198457455621	0.329958010438742	0.734112153792356
Pi15	15.0280018590584	0.301349717987454	0.38725687088316	0.778164935589676	0.436471785332883	0.802005486344669
Gm28154	163.056413612093	-0.0615569720847482	0.156371683490144	-0.393658050555094	0.693833516422144	0.916877379816488
Gm16070	902.552753615965	-0.164712180203646	0.121511099259554	-1.35553197368261	0.175248128745824	0.602214127916216
Crispld1	1512.68685828589	0.0516261885485022	0.193428364883799	0.266900816638327	0.789545527860954	0.948453891562474
Gm28153	304.068262414778	-0.176178178755204	0.171577689306283	-1.02681286516634	0.304508590260233	0.716791496215275
Gm28756	655.264117939158	0.0769174424817007	0.149384304269122	0.514896413368374	0.606625407321127	0.883763357878354
Crisp4	1.68579350037604	-0.727658701732873	1.09188296806333	-0.666425544693236	0.50513913934178	NA
Defb18	0	NA	NA	NA	NA	NA
Defb41	0.805241213282827	2.09694396431696	1.80318779299051	1.162909361115	0.244866278963382	NA
Gm15825	49.6868456543196	-0.659679954256825	0.422934987756403	-1.55976680424647	0.118814998772877	0.526467512666651
Tfap2d	309.197812158738	-0.258833559980492	0.305066499012184	-0.848449635796145	0.396187609729337	0.775313145204391
Tfap2b	37.2431681975416	0.323313173554105	0.410671296835457	0.787279695575234	0.431118153002294	0.798416742678375
Gm28340	0.0964541449007775	0.650077444951134	3.5338115409304	0.183959285157572	0.854045395495585	NA
Pkhd1	169.114531892699	-0.114783883714287	0.17872802294447	-0.642226562031346	0.52072608887458	0.8424406046435
4930486I03Rik	87.7646144960058	0.562826297287096	0.683868077031971	0.823004196554687	0.410505606977202	0.784955200978075
Gm28653	7.19464658440485	0.284806979155426	0.708887907208584	0.401765887468616	0.687856329454519	NA
Il17a	0	NA	NA	NA	NA	NA
Il17f	2.5085123054335	-0.252976957025028	0.873971042753161	-0.289456909496802	0.772231750363135	NA
Mcm3	54.3608576938284	0.107931609358562	0.221351563028721	0.487602652909922	0.625831316105937	0.89253822271662
Gm28065	0.11585990857355	-0.792595075448138	3.5338115409304	-0.224289005304301	0.822532430794188	NA
6720483E21Rik	49.571259134493	-0.127853700426142	0.238880168830316	-0.535221073612689	0.592496995715124	0.876109086151271
Paqr8	3649.83647391522	0.104309382849304	0.186970099507289	0.5578933911047	0.576917184708066	0.869685698613287
Efhc1	134.824832696699	0.573251218004506	0.170864213969548	3.35501041842894	0.000793619955557969	0.0414076851230659
Tram2	159.091628472291	0.247715768835097	0.184467137913235	1.34287207812381	0.179313399061922	0.606481767815465
Gm28287	0.760085351211207	-0.11926340614108	1.59783787419032	-0.0746404926729597	0.940500755470974	NA
Tmem14a	881.586578033133	0.342902086814464	0.106124106908028	3.23114226168837	0.00123296556634556	0.0544771131633471
Gsta3	317.04611142288	-0.0621896679000328	0.151513952957761	-0.410455055036219	0.681472167008909	0.91318412340805
Gm28836	223.26721447784	0.234807113709872	0.298300378445596	0.787149902167141	0.431194120006831	0.798484195816024
Khdc1a	0.562078459247494	1.56635619166987	1.92167651942456	0.815098782670726	0.415015768401723	NA
Khdc1c	0.23371841325018	1.35231726372801	3.24483601177976	0.416759817389441	0.676854096423284	NA
Khdc1b	1.08651407918541	-0.589918459781094	1.41127213343267	-0.418004753162822	0.675943642012015	NA
Kcnq5	108812.453975271	0.102186858341411	0.212410458050048	0.481082048781864	0.630458185877812	0.894711501149542
Rims1	94924.3161310495	0.115041871721713	0.189575924678661	0.606837982811969	0.54395843847005	0.85528802286149
Gm29506	51.0960540268831	0.402668737811744	0.256015721606177	1.57282816572945	0.115758611958719	0.519972527364526
4933415F23Rik	0.202923238256065	1.30127343051195	3.39840063261633	0.382907600128987	0.701788275975071	NA
Gm27028	10.5851236687829	0.430089769621824	0.503432466377837	0.854314726096813	0.392930629935073	NA
Gm29107	122.816574996203	-0.146347568810745	0.149838776026584	-0.976700242030679	0.328717575314151	0.733016596437695
Ogfrl1	6689.58555840505	-0.063455906310901	0.0964358002736515	-0.658011922240858	0.510530470263057	0.837215240441131
Gm28822	2.57186833503904	1.26167488304	0.991978842995177	1.2718768065965	0.203416893727641	NA
B3gat2	1074.8873545957	-0.129314667053476	0.175973964163626	-0.734851133621311	0.462430161712003	0.815116543309443
Smap1	11034.0203431233	0.101303165402681	0.116256675768901	0.871375039176714	0.383549410140268	0.766974482695163
Sdhaf4	448.119921662138	0.435558056915072	0.133153854240732	3.27108861698901	0.00107134333579197	0.049762574174863
Fam135a	12767.4058084742	0.0570645193207551	0.176376576428682	0.323537969021806	0.74628785726261	0.9333567304953
Col9a1	166.5724834825	0.116187758707266	0.202914196529952	0.572595514233111	0.56691859767039	0.865407427974484
Col19a1	16030.7255773699	0.0431013799880295	0.100564943168921	0.428592495852471	0.66821980755008	0.908306958060059
Lmbrd1	10939.3879177987	0.0178079444108255	0.0843508723371379	0.211117489569637	0.83279559309172	0.96135326506772
Gm28237	0	NA	NA	NA	NA	NA
Gm29414	1.12866583432275	-0.0839924298316169	1.4665853261106	-0.0572707419992846	0.954329526589352	NA
Adgrb3	185439.929805273	0.164791631408888	0.18127942091769	0.909047649063883	0.363324974511562	0.753942381186365
4931408C20Rik	2.62300125812096	0.0311825305612389	1.01502594699229	0.0307209196510085	0.97549210756639	NA
Gm5524	4.31993777348711	-0.553736182595315	0.727802918910641	-0.760832593834791	0.446757063712974	NA
Gm597	0.790880526205323	-0.0630310708056896	1.59266083883347	-0.0395759531902952	0.968431198989811	NA
Gm9898	17.2794574676894	0.466257941154324	0.377018397667434	1.23669811351118	0.216199179332588	0.644068136483272
Phf3	12424.6339473113	-0.0211114331541314	0.0796143748624171	-0.265171122559393	0.790877639688016	0.948897346797343
Ptp4a1	66.5448064560039	0.182659382253514	0.242022386940111	0.75472101801357	0.450416392684162	0.809408811931177
Ptp4a1.1	30.7582338131444	-0.113112769442601	0.301460591529859	-0.375215774866539	0.707499999181541	0.921835033081046
Gm5698	0	NA	NA	NA	NA	NA
4931428L18Rik	46.9937101295779	-0.0545114523149045	0.302295748986018	-0.180324905321198	0.85689750452599	0.966315691635865
Gm28644	0.287493250856839	-1.55266712543386	3.05677638416457	-0.507942659292106	0.611493556683157	NA
Gm29128	4.32640419129221	0.0577903609025051	0.688541399600287	0.0839315703254063	0.933110838621198	NA
Lgsn	2.68909302090076	-0.00929992482388463	0.951974139385927	-0.00976909396917396	0.9922055147272	NA
Pih1d3	0.94277359968206	-0.579297012832905	1.61503539699984	-0.358689979123078	0.719827025726151	NA
Khdrbs2	27782.5908290034	0.311420004508091	0.1378425779681	2.25924390778704	0.0238682169529022	0.259357450938472
Gm5415	3.89963718344939	0.265816996960494	0.868219773961543	0.306163260654172	0.759480343826574	NA
Gm37724	8.10134260193263	0.524169140893002	0.597938606526498	0.876627023530004	0.380689256190938	NA
Gm37591	0.40753503889395	0.780758830862955	2.41346834599444	0.323500754488352	0.746316036223388	NA
Prim2	1983.53402247231	0.00706371716372503	0.113087671115459	0.0624623099410473	0.950194675615312	0.989343107823667
Rab23	1390.20980958473	0.00939384090264182	0.0828009246767958	0.113450917840708	0.909673073651645	0.978937476517131
Bag2	516.928273839852	-0.211945327003058	0.130822483541162	-1.620098634929	0.105211090620062	0.501308726991763
Zfp451	9138.28208527446	0.10477999457111	0.0815961351565377	1.284129381497	0.199096689114219	0.628403519528875
Bend6	9437.77028336189	-0.0615937646134563	0.0783458014117245	-0.786178244444363	0.43176306972169	0.798699347763917
Dst	61606.0399012293	-0.0813403254843408	0.0996776537052492	-0.816033709269155	0.414480856263264	0.787540928735092
Gm26788	238.933649575232	-0.104987760361617	0.139339109440616	-0.753469437138618	0.451167870391306	0.809727296321829
Gm37958	0	NA	NA	NA	NA	NA
Gm37233	276.261424881743	-0.279546770809505	0.161823124146728	-1.72748346247496	0.0840808727016414	0.458482576719293
Ccdc115	416.278676741296	0.000210194194734941	0.114117865461115	0.00184190436690706	0.998530373774148	0.999470842574114
Gm28306	3.70974522006937	0.457629658007134	0.763571521659235	0.59932782329638	0.54895429744365	NA
Imp4	790.335105058465	-0.0992313410885914	0.1180807473673	-0.840368504612559	0.400701802525836	0.778542930284002
Ptpn18	108.029036438069	0.117415246968095	0.194783598750865	0.602798427183145	0.546642793209738	0.856513869559146
Gm28417	26.4897273357724	-0.399572333630873	0.351499809786144	-1.13676401097906	0.25563695197597	0.677991189418276
4930568A12Rik	6.11775349934383	1.08162908531878	0.599126310018115	1.80534399380004	0.0710208693425253	NA
Prss39	0.884384905402576	2.28001810391496	1.63298993777177	1.39622299634379	0.162647353781563	NA
Cfc1	0.973454757844224	-0.845896156813152	1.48450243591725	-0.569817964825694	0.568801169604492	NA
Prss40	1.39368032076883	-1.51932453837919	1.35114153042503	-1.12447475276795	0.26081167528	NA
1700101I19Rik	1.4567018452406	0.830088312143832	1.63407359526816	0.507987103241582	0.611462387704701	NA
Amer3	308.297953220474	-0.073001347548334	0.104412883600913	-0.699160343347665	0.484451830701845	0.826478244740968
Arhgef4	4711.56786287818	-0.171044356720158	0.120368204091961	-1.42100946018502	0.155314009245489	0.578611775138603
Arhgef4.1	0	NA	NA	NA	NA	NA
Gm38336	68.9768470124937	-0.11822739774912	0.235233351189151	-0.502596239655037	0.615248173606582	0.886965487722496
Fam168b	4392.22839870285	-0.00745672602848746	0.113218501660253	-0.0658613735311892	0.947488193237985	0.988555241771589
Plekhb2	3253.96083913069	-0.100690028733508	0.0819384683970922	-1.22884929024475	0.219128317091784	0.647211331279145
Gm37068	14.2021994029611	0.2463056822564	0.379060364081113	0.649779574958922	0.515834614202366	0.839514575566432
Gm28415	0.54820934702369	-0.0728905901709298	2.03928228700281	-0.0357432566523486	0.971487078751713	NA
1110002O04Rik	35.7852430894792	0.388302699732996	0.2518365128029	1.54188403981317	0.123101775017199	0.532006236736428
Gm37146	0.11585990857355	-0.792595075448138	3.5338115409304	-0.224289005304301	0.822532430794188	NA
Gm33222	1.96638170899463	0.765061369441103	1.0661435652173	0.717596948854792	0.473005839488257	NA
4930535G08Rik	0	NA	NA	NA	NA	NA
Hs6st1	2027.71375628899	-0.35892719729888	0.0892118680166704	-4.02331220361633	5.738534477506e-05	0.00676150878661035
Gm37335	0.211712145028083	-0.0712621907556553	3.36281870974472	-0.0211912080033196	0.983093127706098	NA
Gm33280	13.8880406756597	-0.240350664996953	0.405875756701949	-0.592177928906092	0.553731447349315	0.858619673235859
Uggt1	6513.40147016825	0.142079573908024	0.0860864515790899	1.65042897345457	0.0988552292374233	0.489236467833836
Neurl3	43.3139301430566	0.278487741382743	0.273924570198705	1.01665849536874	0.309315916579276	0.721565871527474
Arid5a	200.737545375615	-0.439744541403892	0.156534860956178	-2.8092435047232	0.00496580712635727	0.114947933228871
4930403P22Rik	9.26236312124625	0.0567562826142863	0.490054683458838	0.115816223229817	0.907798192762236	NA
Kansl3	3392.25282087634	-0.126715571258701	0.0864003097402958	-1.4666101503523	0.142482137226195	0.562903407331507
Fer1l5	19.7924316708985	-0.64279581567905	0.352905774222899	-1.82143751287292	0.0685403772144746	0.417896956444369
Lman2l	2371.03304822039	-0.251149128634285	0.101648731280496	-2.47075517294209	0.0134828089544657	0.194460627434694
Cnnm4	662.338246991705	-0.312416554627002	0.100799422359402	-3.09938834285255	0.00193920656384379	0.0690458377166381
Cnnm3	2193.52827146905	-0.124772575419834	0.12407938824507	-1.00558664242763	0.314614452037098	0.723788881797093
Gm38033	4.61361956878226	-0.294888386470924	0.650079790150938	-0.453618757172032	0.650103250609599	NA
Ankrd23	268.158792934213	-0.0320138856155309	0.165338661015126	-0.193626133288947	0.846468634020692	0.963360903864911
Ankrd39	598.529079236211	0.188204492140363	0.1179317824302	1.59587592302995	0.110516498030967	0.509753420671337
Sema4c	721.479265977492	-0.415456160474845	0.178914356236197	-2.32209515890594	0.0202278123010599	0.239273571167547
D430040D24Rik	59.5935435049624	-0.0939863508163095	0.236448390232132	-0.397492030815008	0.691004662032933	0.91553583568038
Fam178b	26.6237506974107	0.151577029970168	0.343291393941735	0.441540430797675	0.658821798325879	0.906330472562234
Cox5b	2798.45272052645	0.263552119415384	0.18054264167882	1.45977768445548	0.144351183513756	0.564795729449604
Actr1b	6957.97709903132	-0.125021662914646	0.115264931870173	-1.08464613552596	0.278078413093405	0.69443376783587
4933424G06Rik	137.895353547973	-0.13093485368973	0.191617030219856	-0.683315327137151	0.494407611114512	0.830400805491951
Gm33533	119.282958318317	-0.112352581556918	0.149509369818251	-0.751475186428099	0.452366728684499	0.81031006427329
Zap70	127.260128553561	-0.104723572373681	0.207009254566153	-0.505888360369005	0.612935023881692	0.885929522146881
Tmem131	9495.09445441908	0.042513467346999	0.1019684280943	0.41692775049629	0.676731254911447	0.911161268015286
Gm38115	275.435124683027	0.107145728860828	0.191994912163295	0.558065459410186	0.576799685728394	0.869678857095858
Vwa3b	157.021615903612	-0.129475229215697	0.168867302614568	-0.766727644789934	0.44324346359496	0.805562077603414
Gm37020	23.9743015299826	-0.921960964934954	0.306165449768879	-3.01131615481411	0.00260117864642861	0.0818275862848891
Cnga3	7.75610897603056	-0.703637991586273	0.511677314650851	-1.37515963955996	0.169081957954667	NA
Inpp4a	13011.2583218559	-0.172189274846057	0.0827068278731915	-2.08192333419028	0.0373494730281395	0.321290366425894
4930439A04Rik	17.3565883136998	-0.656765223203892	0.493263017450242	-1.33147063527856	0.183034200962507	0.610881059891925
Coa5	641.353208396515	0.225173727286824	0.114114978479598	1.97321797968074	0.0484707328752798	0.358633661968276
Unc50	780.782058179257	-0.0186495089754432	0.124751287232097	-0.149493519379454	0.881164222694367	0.972907776368916
Mgat4a	4655.30052669045	-0.212131041416223	0.0837922988592978	-2.53162932995106	0.011353393985369	0.176951410221616
2010300C02Rik	11519.8159478228	-0.322974244995943	0.121230547436944	-2.66413252950073	0.00771871465237841	0.144614576891811
4930556I23Rik	8.64410235823827	-0.367432605402832	0.549579565552071	-0.668570355292839	0.503769588224696	NA
Tsga10	7788.4755807346	-0.0232341035053111	0.0889663489394389	-0.261156086343692	0.793972141254117	0.950164486436926
Gm26805	100.641194457162	0.0624821806754661	0.161783871977157	0.386207722141106	0.699342835146965	0.919524029907373
Lipt1	130.780776801129	-0.0650346502228708	0.149228966380705	-0.435804467458132	0.662978602258012	0.907092766011188
Mitd1	1216.86910693479	0.0665389098108876	0.087680199508245	0.758881824905412	0.44792325217795	0.808197849492179
Mrpl30	923.11515271195	0.0929150009546578	0.10187235548797	0.912072765075406	0.361730414125038	0.75315099823781
Lyg2	1.64986387962589	-1.13070286393317	1.20836700189996	-0.935728021499532	0.349413239315725	NA
Gm15457	3.99680664141198	-0.485943726467486	0.761080701517152	-0.638491720390226	0.523153642007028	NA
Lyg1	0.698116685914406	0.901601450871081	1.8731223817592	0.481336115382015	0.630277632944718	NA
Txndc9	1507.053856444	0.0378739300261323	0.0821044487318145	0.46128962085652	0.644590830457868	0.899922426094536
Eif5b	9402.79196517406	-0.175170529063356	0.148366571546815	-1.18066035520733	0.237737676637327	0.66412316408092
Rev1	12559.2614606046	-0.0527633803360152	0.0770241926562698	-0.685023477902305	0.493329105860439	0.82968193124965
Gm37062	28.3534978999275	0.10574524400896	0.373792840299338	0.282897992172023	0.777255033756787	0.944190448900074
Gm5099	5.2255394627558	0.247013842083542	0.701258906038812	0.352243429575596	0.724655709304307	NA
Aff3	27188.4698243252	-0.00748727752226504	0.148648574327577	-0.0503689830604451	0.959828352932611	0.991440572190288
Gm16150	55.4445343346653	0.122948014024284	0.41792374260231	0.294187674666955	0.768614498339073	0.940916261509431
Gm16151	30.7271697758186	0.433047365795612	0.368772291787072	1.17429474892775	0.240276985865383	0.665524403099289
Gm16152	150.100886793741	0.465920063162237	0.315291541806731	1.47774361624911	0.139476415222994	0.558571342679522
Lonrf2	6154.12341210301	-0.174851452929869	0.0793226859440954	-2.20430575249431	0.0275028486721523	0.275192031906888
Chst10	1971.1226232475	-0.150642508134624	0.09383448114308	-1.60540673640986	0.10840432288856	0.506187617016392
Gm37707	3.08558346910134	-1.00718485976057	0.884705329912669	-1.13844104438705	0.254936363536845	NA
Nms	1.32486102979669	0.160394943255261	1.22325425049881	0.13112150903204	0.89567918631175	NA
Pdcl3	1026.33060430467	-0.0594551280335894	0.121156210687935	-0.490731161828173	0.623616603352667	0.891684233234384
Gm37821	6.37166294638094	0.266830531321198	0.557422987320128	0.478685912477372	0.632162089237113	NA
Npas2	19405.6191114244	-0.03836802961273	0.112209239617493	-0.341932890228306	0.732401397028549	0.928678482354297
Rpl31	2908.59169212091	0.0113789865307522	0.158855251703734	0.0716311636455939	0.94289543876732	0.987986614005012
Tbc1d8	3780.37476230739	-0.42128833406447	0.125683717633387	-3.35197225223196	0.000802380603845067	0.0415108403325068
Cnot11	912.698549149422	0.00766777323674041	0.10200367123698	0.0751715418058459	0.940078226622069	0.98749428578192
Gm15832	403.504422807963	-0.172529642086823	0.134700206657496	-1.28084170297909	0.200249272739056	0.629230207772647
Rnf149	2621.22977512158	-0.026768819106882	0.127534082109495	-0.209895415124402	0.833749300727788	0.961509274104489
Creg2	2318.45439739407	-0.0146855452968075	0.105707898117992	-0.138925714712588	0.889508850603469	0.974647366335553
D930019O06Rik	83.2468034221246	-0.00802680121923157	0.213413939870614	-0.0376114194981731	0.969997502922361	0.993736289297408
Rfx8	30.8896216455187	-0.0433591070032482	0.303465008686439	-0.142880087529465	0.886384885055258	0.974202888489515
Gm3646	0.628987942249167	0.603538902774029	1.96032318680712	0.307877245362304	0.758175740908675	NA
1700066B17Rik	3.14353339935665	-1.22147383122952	0.832033974905603	-1.46805763715129	0.14208856741632	NA
Map4k4	14255.7419531279	-0.073256208953612	0.0876732197196421	-0.835559697566347	0.403402649670443	0.78044517602238
Il1r2	67.6365510034728	0.0281476339780389	0.288760487927613	0.0974774429148873	0.922347246857622	0.983006207566193
Gm16894	637.363627493001	0.182993583928189	0.131212205069524	1.39463843192962	0.163124899613515	0.591480369695746
Il1r1	550.781667737425	0.101282431897695	0.176306868339857	0.574466740016383	0.565652001289496	0.864858161540419
Il1rl2	133.634381953912	-0.185618107646195	0.207964921815977	-0.892545271699449	0.372100738496298	0.760239776797707
Il1rl1	23.371334511677	0.148937250012402	0.301826998574045	0.493452377408392	0.621692981205725	0.89095760791159
Il18r1	6.97853855359851	1.19074414813944	0.633958426287322	1.87826850904537	0.0603444422392292	NA
Il18rap	7.93923829569367	0.781233809562845	0.511395450773538	1.5276510739021	0.126599193705952	NA
Gm35801	0.925270099878025	-1.31476270008699	1.66197926793542	-0.791082491492354	0.428895855470986	NA
Slc9a4	39.3623591195446	0.701972895485026	0.310906175935794	2.25782872717842	0.0239563394872234	0.259357450938472
Slc9a2	248.701047159884	-0.597142017677596	0.219001828763146	-2.72665311084417	0.00639802615516116	0.132095034892653
Gm37623	0.936976756839316	-1.55610350679803	1.59547406013453	-0.975323601730522	0.329399766706531	NA
Gm37915	10.6356573608031	0.270583970936927	0.471530486300988	0.573841944048148	0.566074762361485	NA
Mfsd9	102.595980325035	0.0883533033115874	0.194284983791869	0.454761359252742	0.649280932128172	0.901712072730588
Tmem182	6.34700222419919	0.621585131865196	0.580383841700489	1.07098972646101	0.284174049046296	NA
4930448I06Rik	0.577657676688452	-2.72932916386696	2.05057705419365	-1.33100541541962	0.183187229040833	NA
Gm28634	0	NA	NA	NA	NA	NA
